Filename,MFCC_Mean,MFCC_Var,Chromagram_Mean,Chromagram_Var,Spectral_Centroids_Mean,Spectral_Centroids_Var,Spectral_Rolloff_Mean,Spectral_Rolloff_Var
dance60.wav,0.49669775,0.029466372,0.37948996,0.08336538,3239.2671544022833,359684.39399811183,6877.516745930486,1103302.4282414217
dance61.wav,0.5403515,0.03158611,0.42825714,0.08224067,3290.606290203222,329597.61291379004,6895.458304107005,979952.350355245
dance62.wav,0.54526985,0.026970075,0.368284,0.08669255,3046.9617885975367,249201.8378903314,6801.208874020414,744509.2124709636
dance63.wav,0.518988,0.02805228,0.4210767,0.0853824,2712.662456900328,569237.2081569248,6193.462548979296,1890230.2700032052
dance64.wav,0.5220404,0.031323433,0.3552169,0.09134106,3336.6368068391066,463189.41788114334,7215.623034781347,1478729.7182599958
dance65.wav,0.5248461,0.029035605,0.34653738,0.08294621,2658.0076351209045,300308.9715298595,6202.537494104344,1508268.1584596578
dance66.wav,0.53327996,0.0296284,0.44937688,0.08064248,3035.800618354842,519861.7414394272,6535.643813189338,1823976.605981534
dance67.wav,0.52411216,0.031174012,0.3485525,0.09522721,2573.1914775759387,758060.0255660345,5317.409513018818,3443051.5457591345
dance68.wav,0.5373599,0.032289237,0.40487555,0.08472384,2935.513530531958,321283.32529576577,6101.2714397796535,939526.6222405289
dance69.wav,0.5461472,0.030243002,0.46031395,0.08044415,2976.40947445831,348055.6769098124,6518.660582551277,1350287.3255007346
dance7.wav,0.5025983,0.02838907,0.37378746,0.085292734,2633.4448547466914,592401.6789853404,5867.380674325736,3006853.5302780457
dance70.wav,0.53800285,0.028514061,0.48798048,0.07662046,2994.062913056311,431703.24266144127,6478.885823063806,1635348.5282464575
dance71.wav,0.53273565,0.031303737,0.33060864,0.08987102,3292.4403186733084,708169.309753253,7038.099108244243,2007905.2770778986
dance72.wav,0.53175735,0.025243156,0.36262617,0.08853199,2822.990349796313,427877.4448965293,6032.496855650154,1851361.55951662
dance73.wav,0.4986623,0.027606336,0.43505147,0.08645938,3204.5733554658414,515303.85189721495,6994.816036637722,1536299.9133391483
dance74.wav,0.49988472,0.0331727,0.39274675,0.08569326,2592.287848834724,158932.47166750018,5858.340588842225,862152.2452315822
dance75.wav,0.51610404,0.030232234,0.41294813,0.09164126,2693.5169554359513,1469475.0982291666,5782.8816983721945,4989662.991476388
dance76.wav,0.5371152,0.035153873,0.33138537,0.090666056,3285.4310046536907,299013.4112760956,7135.773517620452,802306.7990362085
