,Unnamed: 0,title,artist,lyric
32,32,나 어때,조문근,"어떡해
널 좋아하나봐
너만보면 자꾸만 숨이 가빠와
이상해
넌 똑같은데 나만 어색해
눈만 마주쳐도 두근대
살짝 간지런 기분 좋은 낯선 설렘에
자꾸만 웃게 돼 널 자꾸 보게 돼
어제와 같은 오늘인데 문득 신기해
하루가 이리 짧았나
조심스레 네게 다가가 말해볼까
이런 날 어떻게 생각해
want you're love
넌 나 어때
show you're love
기다릴게
what you feel
어쩐지 몹시 궁금해
네 맘에 들어가고파
살짝 간지런 기분 좋은 낯선 설렘에
자꾸만 웃게 돼 널 자꾸 보게 돼
어제와 같은 오늘인데 문득 신기해
하루가 이리 짧았나
조심스레 네게 다가가 말해볼까
이런 날 어떻게 생각해
want you're love
넌 나 어때
show you're love
기다릴게
what you feel
어쩐지 몹시 궁금해
네 맘에 들어가고파
want you're love
넌 나 어때
show you're love
기다릴게
what you feel
어쩐지 몹시 궁금해
네 맘에 들어가고파
want you're love 넌 나 어때
show you're love
기다릴게
what you feel
어쩐지 몹시 궁금해
네 맘에 들어가고파
네 맘에 들어가고파
네 맘에 들어가고파"
33,33,Dream In The Other Way,New Link,"Someone makes you don't mind something that you wish you could find
Someone doesn't get it right, everything inside of your mind
I know that you want to get away from what they've made
And you know that your dream won’t fade away

Believe in yourself
Don't try to be what they want to be
Don’t give up on your dream for what they say

Light is passing by my dream like a star
And you said, ""That feeling will never be in my heart""
But I can feel something shining inside of your mind like me
Yeah, we just dream in the other way

You cry 'cause you don't know what you like
You might feel some pain in your eyes
Then I see your teardrops caring for your heart of gold
So try to be cool, tomorrow never knows

Release all your fear
You’re gonna be part of the dream revolution
And lit by everything in your own way

Light is passing by my dream like a star
And you said, ""That feeling will never be in my heart""
But I can feel something shining inside of your mind like me
Yeah, we just dream in the other way

Light is passing by my dream like a star
And you said, ""That feeling will never be in my heart""
But I can feel something shining inside of your mind like me
Yeah, we just dream in the other way
Dream in the other way"
34,34,점점(. .),재익 (Jake),"점점 멀어져 떠나 나를 가지 마
점점 멀어져 가 우리의 마지막이
점점 멀어져 가기만 더 하지만
됐어 됐어
점점 멀어져 멀리 떠나가지만
점점 멀어져 떠나 나를 가지 마
점점 멀어져 뻔한 너의 마지막
됐어 됐어

점점 멀어져 가 여기서
덤덤해지기만을 바래줘
이 노래 안에서 너를 보냈어
서로 멀어지는 게 행복하대서
벌써 몇 날이 다 지나고
천천히 너를 지워보려고
깜깜해지는 밤이 오면
우릴 위해서 다시 죽겠어

점점 멀어져 떠나 나를 가지 마
점점 멀어져 가 우리의 마지막이
점점 멀어져 가기만 더 하지만
됐어 됐어
점점 멀어져 멀리 떠나가지만
점점 멀어져 떠나 나를 가지 마
점점 멀어져 뻔한 너의 마지막
됐어 됐어


널 잃은 난 다시 우리가 아니지
지나간 시간아 울지마 honey
우리가 우리였으면 해 다시
어쩌면 정말로 원했어 god이
처음 부터 끝까지 같다면 마치
하나로 이어진 작은 실 같이
우리가 우리였으면 해 다시
어쩌면 정말로 원했어 god이

점점 멀어져 떠나 나를 가지 마
점점 멀어져 가 우리의 마지막이
점점 멀어져 가기만 더 하지만
됐어 됐어
점점 멀어져 멀리 떠나가지만
점점 멀어져 떠나 나를 가지 마
점점 멀어져 뻔한 너의 마지막
됐어 됐어


우리 마지막이라 하지 마
i won't let you go
나의 외침도 너와 내 처음도
지금과 같아
i won't let you go
i won't let you go"
35,35,연애멸망 보고서,마스,"처음엔 우리도 다른 연인들과 비슷했어
서로 아껴주고 배려하고 한편의 영화처럼
하지만 오래 가진 못했어
무관심만 남게 됐고
더 이상 설렘이 없어 (이런 젠장할!)

난 더 이상 안될 것 같아
난 더 이상 희망이 없어
처음 그 마음은 다 사라졌나 봐

난 더 이상 힘들 것 같아
난 이제 어떡하나
망해버렸어 빌어먹을 내 연애 멸망 보고서

연극은 언젠가 끝나는 것처럼 (우리 사랑도)
조명이 꺼지고 마음도 텅 비어 버렸어

난 더 이상 안될 것 같아
난 더 이상 희망이 없어
처음엔 우리도 행복했었지만

난 더 이상 힘들 것 같아
난 이제 어떡하나
망해버렸어 빌어먹을 내 연애 멸망 보고서

우릴 되돌리기엔 너무 늦어버렸어
이번 생에 내 연애는 다 망한 것 같아

난 더 이상 안될 것 같아
난 더 이상 희망이 없어
처음 그 마음은 다 사라졌나 봐

난 더 이상 힘들 것 같아
나 다시 돌아갈래
망해버렸어 빌어먹을 내 연애 멸망 보고서"
36,36,춘향연가_광한루,zipfe,"광한루,
여기서 만났어요.
지금도 나는 여기 있어요.
나는 사랑하고 있는걸요.
이제는 우거진 숲에 들어도
무섭지 않아요.
햇살이 안 드는 어둔 곳이
오히려 정다워요.
풀잎에 손이 스치면
슬며시 허리께가 부끄럽기도 해요.

나는 사랑하고 있는걸요.
나는 여기 앉아 있어요,
그이는 저만치 서서 있어요.
지금도 나는 놀라워요.
그이는 나를 언제나 놀랍게 해요.
흰 돌 위 쓸리는 물에,
목욕하고 앉은 제비.
사람을 보고, 그 놀란 제비.
그것이 그이 앞의 나에요.

내 입술은 반쯤 열려 있어요.
물에 젖어서
반쯤 흔들리는 연꽃이에요.
나는 사랑하고 있는걸요.

보세요,
나는 이렇게 앉아 있는데,
저만치 서서 있는 그이.
육분당혜 신은 발은
극상세목 겹보선.
남갑사 대님에 영초단 허리띠.
가슴엔 도포 받친 흑사띠.
보세요,
세백저 상침바지.
모초단 도리낭 당팔사 중치막.
육사단 겹배자의 밀화단추.
곱게 빗어 밀기름에 잠재운 머리,
맵시 있는 궁초댕기.

내 입술은 반쯤 열려 있어요.
물에 젖어서
반쯤 흔들리는 연꽃이에요.
나는 사랑하고 있는걸요.

보세요,
선풍 어린 그 얼굴.
보세요,
무어라고요, 안 보인다고요.
저만치 서서 있는데 아무도 없다고요.
나는 앉아 있는데,
그래요,
나는 이곳에 앉아 있어요.
무어라고요, 무어라고요.
아무도 아무 것도, 보이지 않는다고요.
나는 앉아 있는데,

내 입술은 반쯤 열려 있어요.
물에 젖어서
반쯤 흔들리는 연꽃이에요.
나는 사랑하고 있는걸요.

그래요,
나는 이곳에 앉아 있는데.
나는 칼을 쓰고 앉아 있다고요.
칼을 쓰고, 칼을 쓰고, 칼을 쓰고.
저만치 있는 것은
목 매달아 죽은 귀신.

이곳은 광한루가 아니라고요.
지금은 궂은 비 퍼붓는
깊은 밤의 삼경이라고요.
저것은 난장 맞아 죽은 귀신,
저것은 형장 맞아 죽은 귀신이라고요."
37,37,무지개,고고학 (Gogohawk),"어두운 옷을 걸치고
똑같은 거울속 모습
지루하기 짝이없어

우연히 바라본 하늘
선명한 색들이 모여
발걸음 멈추게해
오늘같은 날이면

너를 생각해
너를 생각해
너를 생각해
하루 종일
너를 생각해

온종일 비를 맞으면
다시 널 볼 수 있을까
하늘을 바라 보며

때로는 두팔을 벌려
어두운 옷을 벗고서
온종일 비를 기다려
그때 같은 날이면

너를 생각해
너를 생각해
너를 생각해
하염 없이
너를 생각해

너를 생각해
너를 생각해
너를 생각해
아무렇지 않게 난 너를 생각해
너를 생각해
하루종일
너를 생각해"
38,38,별이 빛나는 이유,Synthprint (신스프린트),"바람에 지나간 뜨거운 날이
옅게 흩날린 눈동자를 가슴에 남기고
떠나가듯이 지나쳐간 긴 추억들을
다시 기억이라고 이름 바꾼다 해도

계절이 바뀌는 사이
그 틈의 오후 조금 모호한 날에
먼 훗날의 너를 떠올려
그것은 마치 지나간 노래 같아

고갤 들어 시선을 멀리 돌리고
안도한 듯 웃음 지으면 또다시
너는 내 과거를 타고 미래로 날아가네
거점을 걸쳐서 더 연결돼가는 불빛

바람에 실려가는 너와의 날들이
옅게 흩날려갈 작은 빛들만 남기고
아 지워지네
떠나가듯 바래질 추억들이
남아있으니 나 아직 눈뜰 수 있어
그래도 계속 간직하고 싶은 것은
선명한 네 기억

우중충한 겨울 정오가
드리워주는 편안함을 보고 있어
나는 계속 이렇게 지내
무언갈 흘려보내는 사람처럼

헤어지고 누구와 이별을 해서
그냥 이렇게 있는 건 아닌데
그래 누가 보면 오해할 수는 있겠네
그래도 난
가끔 네가 생각나
가끔씩 고개를 숙여
가끔씩은 아무 말도 안 해
눈을 감고

이 기억이 날 계속 데려간다면
함께 바란 미래 하지만 다른 길로
이끌어주었음 해
날 버리고 너는 또
다른 꿈을 꿀 수 있도록

난 널 잊을 수 없어
영월이 반복돼도 잊을 수 없어
시작의 9월, 연결의 도월, 기점의 끝 3월
기억을 잇는 차원처럼

바람에 머물렀던 선명한 그날들이
너와 지내온 과거의 빛
기억 속 그 별들이
날 지나가고 내가 너를 잊지 못했던 건
네 시간이 날 비추고 있어서였을까
별이 계속 빛나고 있는 이유는
그래서인 걸까"
39,39,bae,곽태풍,"When you smile, I feel love
When you're sad I sad all day
when you're feel down, then I'll pray to make you feel high for you

I sometimes remember what you told me with your smile
If we get married, we're gonna lie down all day .. like a sloth?
but I like that.. because it you

I'll stay be by your side
so baby don't cry
I'm always in your heart, and you also in my heart ..

I'll stay be by your side
so baby don't cry
Baby , I'm always in your heart

You blamed me one day for having an affair your friend in a dream
I Said ""Daling, it's just a nightmare..So..That means, it's not me""
No, baby I'm sorry. Don't you worry about it, because

I'll stay be by your side
so baby don't cry
I'm always in your heart, and you also in my heart ..

I'll stay be by your side
so baby don't cry
Baby , I'm always in your heart"
40,40,길었던 이별이 지나갔소,중식이,"향수처럼 마음은 날아가불고
이제 난 암시렁토 않어
식어버린 감정은 온기가 없소
추억은 이토록 차갑소

기억은 그대로인데 감각이 없소
이 속이 텅 비어버렸어
그걸 공허함이라고 합디다
나는 허무함이라고 하겠소
추억은 이토록 차갑소

사랑했던 마음만 좋아했던 마음만
그것만 기억해 주세요
행복했던 추억만 아름답던 모습만
그것만 그것만

향수처럼 마음은 날아가불고
이제 난 암시렁토 않어
식어버린 감정은 온기가 없소
추억은 이토록 차갑소

기억은 그대로인데 감각이 없소
이 속이 텅 비어버렸어
그걸 공허함이라고 합디다
나는 허무함이라고 하겠소
추억은 이토록 차갑소

사랑했던 마음만 좋아했던 마음만
그것만 기억해 주세요
행복했던 추억만 아름답던 모습만
그것만 그것만

내게도 낭만이란 게 있기는 있었소
마음이 따뜻했던 그때 참 좋았소
천천히 식어가던 길었던 이별이 지나갔소
추억은 이토록 차갑소

사랑했던 마음만 좋아했던 마음만
그것만 기억해 주세요
행복했던 추억만 아름답던 모습만
그것만 그것만

향수처럼 마음은 날아가불고
이제 난 암시렁토 않어
식어버린 감정은 온기가 없소
추억은 이토록 차갑소"
41,41,Deepest,SSunder (썬더),"People say, there's no reason I’m depress
I'm drowning here, and they're describing gravity
I locked and hide in darkness and made myself to key
But somehow, you comprehended

The shape of my love maybe injured you
That kept me comfortable with distance
I said, ""Leave me if you can't stand it, don’t take the risk.”
But somehow, you tolerated

Everytime I try to make you smile
you give me more and more

You're the sunshine in the deepest ocean
You're the submarine who can save me
You took me out from shadow and shine me
You fill me with coral and light me
Nobody, and nothing compares you
Now I know, it’s your deepest love

Honestly, death is better than the emptiness
I have no idea what's going on with me
Feel so stupid I blamed everything
But somehow, you were the exception

Everytime I try to make you smile
you give me more and more
Everytime I try to make you mine
you love me more and more

You're the sunshine in the deepest ocean
You're the submarine who can save me
You took me out from shadow and shine me
You fill me with coral and light me
Nobody, and nothing compares you
Now I know, it’s your deepest love

I hated being hurt more than loving you
But now it’s a sure thing the way that we go
You see what I see through make my life come true

You're the sunshine in the deepest ocean
You're the submarine who can save me
You took me out from shadow and shine me
You fill me with coral and light me
Nobody, and nothing compares you
Now I know, it’s your deepest love
It’s your deepest love
It’s your deepest love"
42,42,E.P (Easy Person),물든감정,"매번 그렇듯 나를 사랑한다고
쉴틈없이 말해준 널 기억하고 있니

바보같이 철석같이 믿었던 나인데
결국 넌 딴 놈과 노닥거렸어

너는 내가 가진 모든걸 줄 만큼
특별한 사람이라 생각이 들기에

어렵게 사랑한다고
말한 거였는데 넌

익숙했나봐

나는 아직까지 너를 정말 못 잊어
사랑이란 쉬운 말을 하고 떠난 넌

누구에게든 다정하게 지내겠지만
사랑을 모르겠지

Baby you don't know what I say
Cause never hear me please

Mama tell me
What should I do

Even if you hate me
So I don't care

But I need kleenex
How can I hate you

Even If you
What I to you let me Know

Please protect to my mind
in fine to like and space

Actually you will never solve it

너는 내가 향한 모든걸 줄 만큼
아련한 사람이라 생각이 들기에

어렵게 사랑한다고
말한 거였는데 넌

나는 아직까지 너를 정말 못 잊어
사랑이란 쉬운 말을 하고 떠난 넌

누구에게든 다정하게 지내겠지만
사랑을 모르겠지

Baby you don't know what I say
Cause never hear me please

Mama tell me
What should I do

네가 원한걸 모두 주고픈
나의 마음이 당연시 됬어

이젠 바라고 또 바라기만 하는건
그만 해줬으면해

이제는 넘어가지 않게

나는 아직까지 너를 정말 못 잊어
사랑이란 쉬운 말을 하고 떠난 넌

누구에게든 다정하게 지내겠지만
사랑을 모르겠지

그래 아직까지 너는 늦지 않았어
미안하단 쉬운 말을 하고 돌아와

나에게만 특별하게 대해준다면
사랑을 알게될걸

Baby you don't know what I say
Cause never hear me please

Mama tell me
What should I do"
43,43,별의파도,오로시,"낡아부서진 파편이 되어도
Our memories shine in my mind,
무작정 내달린 거리 위에서 난


삼킨 줄만 안 추억에
네 모든게 아직도 내 세상에 맴돌아
그 날 벚꽃 향기 닮았던
너의 삶이 아직 여기에 남아


어디에 가든 무엇을 보든
그리움만 가득 채워져
Your stunning youth, 달콤했던 약속에
아직 난, 그 봄에 숨 쉬어.

Under the starlit sky
너의 이름을 나즈막히 부르다
꿈인 걸 깨달아 부서져가는 너
Tears start to fall.

Walking down the street where we once walked,혼자서 널 기다리는데,
사실 알면서도 하염없이
두려워, 우리가 서로를 잊을 까."
44,44,Advance,죠 (Jyo),"Drown in 점점 더 가라앉고 있어
아득히 저 밑으로
Afraid 헤어나가기에는
너무 멀리 왔을까

괜한 기대와 설레임은
마음을 흔들어놨었지
뒤늦은 시작에
망설임을 가득히 담았었지만

I’m not down 달지만 않은 인생
실패의 느낌은 꽤 쓰단 걸 알게 됐어
No matter 뒤는 돌아보지 않아
넘치는 망설임들은 틀어막고

흘러가버린 시간들을
차가운 손에 움켜쥔 채
다시 져버렸던
꿈들을 주워 담아 다시 서 있어

I’m not down 달지만 않은 인생
실패의 느낌은 꽤 쓰단 걸 알게 됐어
No matter 뒤는 돌아보지 않아
넘치는 망설임들은 전부 틀어막고

나 홀로 채운 빈 종이 속 밤하늘의
별빛들을 모두 보게 될 거야
지나온 날들이 남긴 눈물을 모아
하늘에 흩뿌려버릴래

I’m not down 달지만 않은 인생
실패의 느낌은 꽤 쓰단 걸 알게 됐어
I’m better 뒤덮인 어둠 그 속에
새하얀 별빛이 나를 비춰줄 거야"
45,45,32,GRAPHY,"What have you dreamed about, my love?
Trapped at the wrong wrong time in there
Nobody knows,
But underneath this big bad world, you're shining alone

A little boy and a little hope
It's been a long long time ago
I'm down on my knees, I should be singing on my own

I don't know why I am standing here
I wasted my time and everything I had known
I don't know why that I still believe
It's out of my hand

I lost my brightness to the sun
I used to be more green and shine
When I was younger than you
Mother, younger than you

From head to toe, I know I'm wrong
I think I failed my gift and soul
Wish I was younger than you
Mother, younger than you

After all this time, I still can't get my hands off my hair
I'm sick of selling lies and tears, It's complicating my head

I don't know why I am standing here
I wasted my time and everything I had known
I don't know why that I still believe
It's out of my hand

I lost my brightness to the sun
I used to be more green and shine
When I was younger than you
Mother, younger than you

From head to toe, I know I'm wrong
I think I failed my gift and soul
Wish I was younger than you
Mother, younger than you

I lost my brightness to the sun
I used to be more green and shine
When I was younger than you
Mother, younger than you

From head to toe, I know I'm wrong
I think I failed my gift and soul
Wish I was younger than you
Mother, younger than you"
46,46,Stroke,Narotic,"You can’t walk away from all
She makes misirable things
He has a lot of useless information
No! What a mess
We are gonna lose ourselves

You and i
Fall down
We can survive
Never happen!

You are not here
You are not there

You are the worst thing of my life
He isn’t a good person for someone
She killed a baby of her friend
We have done the greatest in the world

You and i
Fall down
We can survive
Never happen!

You are not here
You are not there"
47,47,소나기,비가시,"여전히 흩어지지 않은
길가의 빗물들은 가지런히 고여서
너만을 담아내지 않는 거울을 만들었어

아직도 마음속에 남은
한마디 기억들에 모습 따윈 없지만
더없이 옅은 해안 위를 감싸는 빛이 되어

이렇게 그저 그저 사랑만이 피길 바랐던 순간만이 이렇게
다시 다시 쏟아져 내리는 노래가 되어서
다시금 그저 그저 나를 가린 작은 소리가 당신만을 이렇게
다시 다시 적어내어 가네
가득 찬 말을 머금고서

이제는 나누어져 버린
조각난 기억들에 형태마저 없지만
그때를 걷는 누군가가 짓밟기를 기다려

돌연히 몰아쳐 내리는
소나기 속에선 추억도 젖어버려서
조금씩 개어가던 봄에 결말을 고하니까

이렇게 그저 그저 너를 비워내길 바랐던 인생만이 이렇게
두 번 다시 채워지지 않는 그릇이 되었어
다시금 그저 그저 나를 가린 작은 행복의 가치만을 이렇게
다시 다시 쏟아내어 가네
올바른 손해를 담고서

이렇게 그저 그저 살아오던 나의 버릇과 방식들을 버리고
다시 다시 잊어가기 위해 애써 웃었는데
다시금 그저 그저 삼키고서 잊길 바랐던 익살맞은 노래도
다시 다시 들려오고 있어
너무나 선명히 들려와

이렇게 또다시 널
이렇게 또다시 널"
48,48,흑색 왜성 그리고 아버지,신창훈샘,"흑색 왜성 그리고 아버지
(Black Dwarf)

Verse 1

우주의 먼 곳, 불타는 화염 모든 행성들 날 바라보네
In the distant reaches of the universe, a burning inferno All the planets gaze upon me

나의 성난 눈빛에 문명은 불타올랐고 나의 관대함 속에 생명은 번영했었네
In the fierce gaze of my eyes, civilizations burned Within my generosity, life flourished

먼 훗날에
In a distant future

오랜 이야길 품으며 사라져 가지만 시간과 공간의 비밀 지켜가네
Embracing a long story, though it may fade away Recalling the secrets of time and space

나를 잃어가면서 빛을 떠올리면서 마지막 남은 여정을 난 준비하네
Losing my energy, reminiscing about the fading light I prepare for the last remaining journey


Verse 2


뜨거운 열정 청춘의 그날 나의 생명들에게 모든 사랑을 바쳤네
The passionate days of youth with fervent zeal I dedicated all my love to my children

나를 바라봐 주던 그들과 온기 나눴고 내 영혼 모든 경험은 그들에게 전해졌네
With those who gazed upon me, I shared warmth My soul and experiences passed on to them

먼 훗날 넌
In a distant future You

우리 이야길 품으며 새별이 되겠지 시간과 추억의 약속 넌 지켜가네
Embrace our story, becomes a new star You keep the promises of time and the memories of us
빛을 잃어가면서 자신을 찾아가면서 마지막 남은 여정을 난 준비하네
Losing the light, searching for myself I prepare for the last remaining journey


Bridge
무한했던 빛은 없어지고, 힘 빠진 나의 뒷모습 속에
The endless light fades away, in the silhouette of my weakened self

불꽃과 소멸의 무한한 여정의 끝 우린
We stand in the infinite journey of flames and annihilation.


Guitar Adlib


넌 지켜가네
You keep the promises

빛을 잃어가면서 자신을 찾아가면서 마지막 남은 여정을 난 준비하네
Losing the light, searching for myself I prepare for the last remaining journey

먼 훗날에
In a distant future"
49,49,Synchronicity(동시성),Take the Floor,"완벽한 타이밍으로 다가오는
우연의 일치라는 힌트를 따라 행동해왔을 뿐인데
내가 살았다기보단 기적처럼 삶이 나를 통해 펼쳐졌지
세상이 날 통해 현실을 만들어냈지

고민하지마 머리론 알 수 없어
아무리 이것저것 따져보아도
내려놓고 흘러가면 현재를 경험하다보면
생각하지 못했던 행운이 찾아오지
어느새 너의 답답했던 길이 열려

기적처럼 삶이 나를 통해 펼쳐졌지
세상이 날 통해 현실을 만들어냈지
생각하지 못했던 행운이 찾아오지
어느새 너의 답답했던 길이 열려"
50,50,착시,오프다이어리,"안녕하신가요 나는 잘지내요
밥도 잘 먹고요 가끔 눈물도 흘려요

이별한거 뿐인데
모두 날 위로해요
사랑이 끝난 거 뿐인데
눈 앞이 흐려져요

내눈에 착시가 보여요 착시가
그녀가 웃고 있는게 자꾸 아른거려
내가 착각을 했나요 착각을
우린 사랑했었다고

눈물이 보지 않게
썬그라스 쓸게요
불쌍해 보여도
모르는척 해줘요

이별한거 뿐인데
모두 날 위로해요
사랑이 끝난 거 뿐인데
눈 앞이 흐려져요

내눈에 착시가 보여요 착시가
그녀가 웃고 있는게 자꾸 아른거려
내가 착각을 했나요 착각을
우린 사랑했었다고

눈물이 보지 않게
썬그라스 쓸게요
불쌍해 보여도
모르는척 해줘요"
51,51,Too Dark To Glow (feat. Dbo),Ineffa Lucas,"Let me tell you all about it
너 없이 홀로 걷던 길에
내가 뭘 보았는지
희망 따윈 버려
Can you feel it?

Let me tell you all about it
너 없이 홀로 걷던 길에
내가 원하는게 뭔지
Fuck it up
Baby can you feel it?
Think about the times
You said you won’t let go
Left me behind
Another night too dark to glow

Good morning it’s a new day
I wake up with a new name
And a face no one can recognise
Funny a familiar scent of you and I
For the nights when we were young
We raise our glasses to the sky
And when the darkness greets the night
We’ll say our prayers for the light
한두 번 또 속아넘어 간 너의 말투와
따듯한 표정도 사라진 밤
다신 또 느끼지 못할 그 마지막 goodbyes
Whenever you hold me close
For the nights when we were young
It’s now too dark to glow

Let me tell you all about it
너 없이 홀로 걷던 길에
내가 원하는게 뭔지
Fuck it up
Baby can you feel it?
Think about the times
You said you won’t let go
Left me behind
Another night too dark to glow

Too dark to glow
Too bright there's no
Shade I can't go
Shame but I can not hide my soul
So I put my shade on
Fight with the demons
Destroying dimensions
Illusion illusion
Gotta go back to my reality
깨져 버린 약속들은
사람들과 너무 많은
언젠가는 사랑만을
가짜들은 거짓말을
난 가능하다 그냥 믿음
한발 두발 걸음마
노을지는 어느날
니가 원했던 것들과는 다르잖아
니가 원했던 그려 왔던 그림과는 다르지만 uh
괜찮아 원래 세상은 내 뜻대로 돌아가지 않아
Yeah

Let me tell you all about it
너 없이 홀로 걷던 길에
내가 원하는게 뭔지
Fuck it up
Baby can you feel it?
Think about the times
You said you won’t let go
Left me behind
Another night too dark to glow
Baby I’ve been drowning without you
(Without you girl)
My painting ripped in pieces
It fell through
Counting stars I’m stranded
Nowhere to go
It’s another night no vision
Too dark to glow"
52,52,가스등,고요울,"어디 둔 건지 도통 나를 찾고 있어
난 언제까지 나였는지 내가 아니었는지
이젠 익숙한 두통 순한 약은 잘 안 들어서
남 얘긴 잘 안 들려서

희미해져 가는 gaslight gaslight gaslight gaslight
날 탓하고 때리던 last night last night last night
끝내 날 돌보지도 못해 용서치도 못해
돌아갈 순 없거든 단 1분 전으로도

생각했어 내가 널 이용한 걸까 애써
나쁜 놈 행셀 하면 덜 화가 날까 되레 날 몰아세웠어
사실 언제나 그래 왔어
이 불빛을 흐리는 건 나인지 너인지
흐려지는 건 나인지 너인지
내 눈을 흐리는 건 나인지 너인지
흐려지는 건 나인지 너인지

희미해져 가는 gaslight gaslight gaslight gaslight
날 탓하고 때리던 last night last night last night
끝내 날 돌보지도 못해 용서치도 못해
돌아갈 순 없거든 단 1분 전으로도

너는 지금 어떤 맘속에 살고 있는지
궁금해할 기회조차 앗아 간 마지막 너의 말

희미해져 가는 gaslight gaslight gaslight gaslight
날 탓하고 때리던 last night last night last night
끝내 날 돌보지도 못해 용서치도 못해
돌아갈 순 없거든 단 1분 전으로도

나는 지금 어떤 맘속에 널 담았는지
여전히 똑같은 너와 내겐 의미도 없는 일"
53,53,Buried,아이안즈,"차마 눈을 바라볼 수 없었지
마음을 들킬까 봐 두려웠어
너를 향해 기울어진
초라한 마음을
생각만으로도 이렇게 떨리는데
어떻게 너를 향해
웃을 수 있겠어
혼자 눈물 훔치는 게 더 편한
애달픈 나라서

떠나지 마 나를 한마디가
가슴속에 머무는 오늘은

서글픈 표정으로 돌아섰지
흐르는 눈물 보일 수 없었어
너에게 나는 나에게 너처럼
소중했을까

떠나지 마 나를 한마디가
가슴속에 머무는 오늘은
너를 향한 나의 아픈 마음
가슴속에 묻어야 하는 날

왜 누군가를 담는 건
이렇게 쉽게 되는데
나도 그의 마음에 담겨지는 건
그렇지가 않은지
단 하루만이라도
짧은 순간이라도
내 눈물의 의미를
니가 알게 된다면
조금은 우리 달라졌을까"
54,54,앞으로 똑똑히 새겨들어 독도는 한국땅,이스트코스트,"이제 더 참을 수 없어
적당히해야지
이제 더 들을 수 없어
내것은 지켜야하지

내것인데
왜 내것인지
설명을 해야하냐고

그 누가 아무리 자기땅이라 우겨도
독도는 우리땅
그 누가 아무리 자기땅이라 우겨도
독도는 우리땅

독도리 독섬
독도는 한국땅
독도는 대한민국땅
독도리 독섬
독도는 한국땅
독도는 대한민국땅
대한민국의 아름다운 독도다


이제 더 참을 수 없어
적당히해야지
이제 더 들을 수 없어
내것은 지켜야하지

내것인데
왜 내것인지
설명을 해야하냐고

그 누가 아무리 자기땅이라 우겨도
독도는 우리땅
그 누가 아무리 자기땅이라 우겨도
독도는 우리땅

독도리 독섬
독도는 한국땅
독도는 대한민국땅
독도리 독섬
독도는 한국땅
독도는 대한민국땅
대한민국의 아름다운 독도다

앞으로 똑똑히 새겨들어
나부터 독도를 새기며 지켜내자
대한민국 독도가 우리 땅임을
공식적으로 선포한다
앞으로 대한민국의 섬으로 영원할 것이다


독도리 독섬
독도는 한국땅
독도는 대한민국땅
독도리 독섬
독도는 한국땅
독도는 대한민국땅

독도리 독섬
독도는 한국땅
독도는 대한민국땅
독도리 독섬
독도는 한국땅
독도는 대한민국땅

독도리 독섬
독도는 한국땅
독도는 대한민국땅
독도리 독섬
독도는 한국땅
독도는 대한민국땅
대한민국의 아름다운 독도다"
55,55,Fake Happy,Seori,"I read an old diary,
That I had less, it seemed happier than now
I read the people’s faces
And I feel wasted
All feels like lies
Everybody laughing,
looking charming
Showing off on the feeds

Why do I run hard for something?

Oh-
또 새벽이 찾아 올 때면
Oh-

Why do I feel fake happy?
Always thought I’ve been dreaming
It’s like I know I lost innocence
How funny,
a life full of nonsense

Why do I feel like fading?
Like crumpled notebook pages
I’m constantly running for something
but I fear what awaits me is fake happy

화면 속 내 모습이
어색해 보이지
마치 내가 아닌 듯이

So it’s like a dummy,
filled with images that people would love me

I don't even know the feeling of love
I spent a lot of time on what can’t be touched
What I’m holding on, it's just too hard to let go

Oh-
또 새벽이 밝아 올 때면
Oh-

Why do I feel fake happy?
Always thought I’ve been dreaming
It’s like I know I lost innocence
How funny,
A life full of nonsense

Why do I feel like fading?
Like crumpled notebook pages
I’m constantly running for something
but I fear what awaits me is fake happiness

Why do I feel fake happy?
Why did I run for something?
Why do I feel fake happy?
Why do I feel like fading?
Always thought I’ve been dreaming
Why do I feel like fading?

Why do I feel fake happy?
Always thought I’ve been dreaming
It’s like I know I lost innocence
How funny,
a life full of nonsense

Why do I feel like fading?
Like crumpled notebook pages
I’m constantly running for something
Could it have already been close to me?"
