,Unnamed: 0,title,artist,lyric
20,20,비.비.비,사뮈 (Samui),"어느날 우연히 만났다
그대와 가까이 되었네
지금은 이렇게 혼자서
그대를 그리고 있네
화병에 꽃들은 시들고
커튼은 힘없이 늘어져
방안에 흩어진 책가지
그대로 그렇게 있네
비비비 내리는 창가에
나홀로 이렇게 서있네
비비비 내리는 마음에
우산을 씌워주세요
비비비 내리는 창가에
나홀로 이렇게 서있네
비비비 내리는 마음에
우산을 씌워주세요
비비비 내리는 창가에
나홀로 이렇게 서있네
비비비 내리는 마음에
우산을 씌워주세요"
21,21,Marigold,NVM,"시끄럽던 우리 사이 얘길 꺼낼 때
너는 바다에 있었고
나는 뻗어져 있었어

어지럽던 날이 지난
미소를 가지고
나는 말이 없었고
너도 말이 없었어

그댄 물결처럼 드리우는 그림자
넌 나의 바로 옆자리에
네 신발을 벗은 채 내게 다가왔고
난 너와 닿을수록
우리의 푸른 밤을 지나
더 멀어지고 있어 너와 나의 그 사이에

그댄 물결처럼 드리우는 그림자
넌 나의 바로 옆자리에
네 신발을 벗은 채 내게 다가왔고
난 너와 닿을수록
우리의 푸른 밤을 지나
더 멀어지고 있어 너와 나의 그 사이에"
22,22,Here I am,희야 (Heeya),"All the memories faded out
And your smile turned to black
Do you know this moment is end of our love?
You don’t know end of the love

Is getting better?
Over and over again.
Is getting better?
But I can’t let you go

Here I am
I am here, dear
Here I am
I am here, dear

Is getting better?
Over and over again.
Is getting better?
But I can’t let you go

Here I am
I am here, dear
Here I am
I am here, dear

I never go anywhere (I won’t go anywhere)
Always be with you, here (I always be with you)
So, don’t mess up anything
I’m still loving you (I always love with you, my dear)

Here I am
I am here, dear
Here I am
I am here, dear"
23,23,촉,ChoiTH(초이스),"더 치밀하게 거짓말을 해
차라리 모르고 지나가길 원해
넌 그냥 아무렇지 않게 내게 웃어주면되
양심의 가책같은건 느끼지 않아도되
난 그렇게 너의 거짓말에 그냥 넘어가줄게
그러면 아무일도 없을거야 babe
그려볼래 둘만의 party yeah

그러다 갑자기 머릿속을 찌릿하게 만드는 그건 나의 촉
혹시나 해서 가만히 앉아서 아닐거라 진정하고 지나가듯 너에게 묻는 나는 곧
왜 너는 이렇게 순순히 말해 아니라고 내게 좀 더 격하게 거짓말을 해
이 촉은 화살촉이 되어 내게 돌아오네 주저앉아버리네

불현듯 엄습해온 이런 느낌은 왜 항상 맞을까
무심코 던진 말에 항상 상처받는것은 나일까
널 너무 사랑한 나에겐 왜 이것밖에 남지않는가
아파 아파 날 아프게 만든 이 촉이 너무나 싫다?

더 치밀하게 거짓말을 해
차라리 모르고 넘어가길 원해
넌 그냥 아무렇지않게 내게 안기면 되
양심의 가책같은건 느끼지 않아도 돼

또 그렇게 너의 거짓말에 그냥 넘어가줄게
그렇게 아무일도 없던것처럼 yeah
와서 내게 kiss me bebe

촉촉이 젖은 머릿결로 나에겐 나밖에 없다고 뒤돌아서선 그의 품에 기대고
촉이 와버린 난 너를 놓고싶어도 놓지못하고 뒤에서 너를 안아준다
이건 바보같이 반복되는 drama 비련의 주인공이 되고싶진않아
이미 다 알고있지만 오늘도 속고있어 난 널 잃을까봐?

불현듯 엄습해온 이런 느낌은 왜 항상 맞을까
무심코 던진 말에 항상 상처받는것은 나일까
널 너무 사랑한 나에겐 왜 이것밖에 남지않는가
아파 아파 날 아프게 만든 이 촉이 너무나 싫다?

woo 하필 왜 나는 너를 사랑하게 되서
woo 우울한 사랑에 빠져있게 됐어
차라리 아무 생각도 없었다면
차라리 모르고 지나갔었다면
차라리 그런 바보같은 물음조차 없었다면 행복했을까

좀 더 거짓말해 내가 절대 눈치 못채게
사실 다 알고있지만 촉이 왔지만 이제 와 널 향한 사랑 멈추면 안돼
바보같지만 바보같이 속아볼래 이따위 촉 같은거 믿지않아 절대
내 곁에 있어줘 바보같이 너만 원하고 있어

불현듯 엄습해온 이런 느낌은 왜 항상 맞을까
무심코 던진 말에 항상 상처받는것은 나일까
널 너무 사랑한 나에겐 왜 이것밖에 남지않는가
아파 아파 날 아프게 만든 이 촉이 너무나 싫다?"
24,24,쿠빌라이 칸,멋진인생 (Meotjinsaeng),"쿠빌라이 칸

맞서서 싸우자 나는 쿠빌라이 칸
맞서서 싸우자 나는 쿠빌라이 칸
맞서서 싸우자 나는 쿠빌라이 칸
맞서서 싸우자 나는 쿠빌라이 칸"
25,25,사랑해 많이,머스마 프로젝트,"한 번 보니 또 보고 싶고 두 번 보니 정신이 번쩍
세 번 보니 운명인듯한 너는 내 여자

두근두근두근두근 이런 내가 첨이야
아른아른아른아른 하루 종일 생각나

사랑해 많이 (사랑해 많이)
사랑해 많이 (사랑해 많이)
사랑해 많이 (사랑해 많이)
누구보다 더 행복하게 해줄게

거울만 자꾸 보게 되고 멋진 핏을 뽐내고 싶고
머리도 피부도 만지고 너 때문이야

울렁울렁울렁 대는 이 가슴은 첨이야
어딜 가나 어딜 보나 니 얼굴이 떠 올라

사랑해 많이 (사랑해 많이)
사랑해 많이 (사랑해 많이)
사랑해 많이 (사랑해 많이)
누구보다 더 행복하게 해줄게

너 때문에 내 인생이 바뀔 것 같아

(사랑해 많이)
(사랑해 많이)
사랑해 많이 (사랑해 많이)
누구보다 더 행복하게 해줄게"
26,26,믿음과 죽음의 알,Sunyfur Trio,"닭똥 냄새가 지독한
쇠창살에 갖혀
무의식으로 낳은 알들이
움직이기 시작한다

알은 금이가고
이내 쪼개진다

똑같은 내 얼굴이
세상의 공기에 맞닿으며
찢어지는 울음소리를 낸다
찢어지는 울음소리를 낸다

나는 반쯤 포기한 채
내 몸을 내어준다
추욱 늘어져
내 간과 허파를
찍어먹게 냅둔다

나는 반쯤 포기한 채
내 몸을 내어준다
추욱 늘어져
내 간과 허파를
찍어먹게 냅둔다

초점이 흐린 눈들은
또 다른 내가 될 것이라
굳게 믿는다
믿음의 죽음이다

초점이 흐린 눈들은
또 다른 내가 될 것이라
굳게 믿는다
믿음의 죽음이다

믿음의 죽음이다
믿음의 죽음이다
믿음의 죽음이다
믿음의 죽음이다"
27,27,밤의 세계에서,제인팝,"진실의 방
싸늘해져 가는 여기
침묵이 가득해
여전히 무거운 공기

새어나간 건
우리 말고 모를 비밀
스치듯 떠오른 지금
모든 순간이 slow motion

One shot was fired

젊은 날이여 Adios
참 아름다웠다
나 남은 불꽃을 다 태웠고

긴 긴 밤이여 Adios
한땐 전부였던
is this the end of night
찰나 같았어 I don't mind

밤은
영원하지만
다 가질 수는 없겠지
다만 기억해


순간의 정적 마치
폭풍 전의 밤
진실은 어둠에 담아
이대로 잠겨 영원히

젊은 날이여 Adios
참 아름다웠다
나 남은 불꽃을 다 태웠고

긴긴 밤이여 Adios
한 땐 전부였던
is this the end of night
찰나 같았어 I don't mind

밤은
영원하지만
다 가질 수는 없겠지
다만 기억해

끝이 혼자라는 것이 내게
슬프지만 어울려
무엇을 쥐고서
무엇을 향해서
무던히 방황을 했나
바보 같이


젊은 날이여 Adios
참 아름다웠다
나 남은 불꽃을 다 태웠고

긴 긴 밤이여 Adios
한땐 전부였던
is this the end of night
찰나 같았어 I don't mind

밤은
영원하지만
다 가질 수는 없겠지
다만 기억해"
28,28,물방울,KONTRAJELLY (콘트라젤리),"이웃집 철이는
계란 요리를 하고
여섯 시면 다들
모이기로 했다네

원숭이 엉덩이는
앉을 데가 없고
서 있기도 조금 그래서
아무 데나 앉았네

창문 밖에서는
무궁화가 지고
건너편 집 불빛이
하나둘씩 켜진다네

자꾸 마시다가
맛이 가버리면
달빛을 받으며
집에 가면 된다네

태풍이 끝나고 칠월이 온다면
이곳에는 먼지만 쌓여가겠지

어디에 앉아도 차가워 떨겠지
휴일이 헛되이 지나가겠지

기다릴 사람이 아무도 없다면
비바람은 이쪽으로만 불어오겠지"
29,29,비상구(feat.초승달),JIMMY,"같이 갈래
아무것도 들 수는 없어도
너와 내 시선이 같다면
내가 곧 너의 꿈이 될게
손잡고 달릴게
주저하지마
너의 앞에 내가 있잖아
내가 아는 너라면
다시 털고 일어나서 나와 같이 갈 거야

내 손 만을 잡아줘
너만 괜찮다면
같이 도망치자
저기 저 비상구로

Wah~ 어디로 떠나던지
너라면 다 괜찮아
우린 도망갈 거야
Wah~ 내 사랑은 너인데
너라면 다 괜찮아
우린 떠나갈 거야

날 구해줘
저기 사람들의 눈빛을 봐봐
날 꺼내줘
나와 여기서 함께 도망쳐줘
저길 봐 손가락질해
내가 버티기엔 무리야
너의 손은 내가 꼭 붙잡을 게
앞만 보고 우리 같이 달리자

내 손을 잡아줘
너만 괜찮다면
같이 도망치자
저기 저 비상구로

Wah~ 어디로 떠나던지
너라면 다 괜찮아
우린 도망갈 거야
Wah~ 내 사랑은 너인데
너라면 다 괜찮아
우린 떠나갈 거야"
30,30,눈꽃 품에 그 꽃,박정국,"그렇게 눈이 오고 있네요
하얀 눈꽃을 기다린 봄꽃
너무 새하얘 빛이나는 눈꽃은
봄꽃 안아주네요

바람이 구름 부른 그 계절
휘어서서 홀로 핀 그 봄꽃
꽃잎이 비얼음에 떨어져
끝이없이 하늘만 보네

눈꽃은 기다려요 봄꽃 피기를
가지 끝에 눈물 되어도
눈꽃은 비가되어 봄꽃 적시며
그 계절은 그렇게 만나

구름이 해를 품은 그 계절
하늘보며 홀로 핀 그 봄꽃
꽃잎이 비얼음에 떨어져
하염없이 눈을 그리네

눈꽃은 기다려요 봄꽃 피기를
가지 끝에 눈물 되어도
눈꽃은 비가되어 봄꽃 적시며

그 계절을 기적처럼

봄 꽃은 기다려요 눈꽃 내리길
가지위에 얼어버려도
봄꽃은 녹아내린 눈꽃 때문에
두 계절은
마법처럼 이루어지네"
31,31,복사 붙여넣기 (Feat. 은혜),Western P.I.G,"우연히 널 보게 된다면
확인 하고픈 게 참 많아
요즘 마음이 소란스러워
아무래도 너 때문이야

한 발 두 발 너에게 다가갈수록
깊어져 가는 마음이
콩닥 콩닥 네 손등에 맞닿으면
심장이 고장난 기분

복사 붙여넣기 내 맘을 네게
그저 그대로 전해 주고 싶은 걸
너와 내 데칼코마니 달콤한 이
감정 대체 뭘까

심장의 온도와 박동수는 비례해
너를 떠올릴수록 상승 그래프야
널 위한 PPT 이걸 본 너의 평점은
별이 몇개인지 궁금해

한 발 두 발 너에게 다가갈수록
깊어져 가는 마음이
콩닥 콩닥 네 손등에 맞닿으면
심장이 고장난 기분

복사 붙여넣기 내 맘을 네게
그저 그대로 전해 주고 싶은 걸
너와 내 데칼코마니 달콤한 이
감정 대체 뭘까

Cuz I really want u really want u 넌
아마도 내 맘과 같지 않을 수 있어도
내 맘은 쉽게 변하지 않을 것 같아
그러니까

복사 붙여넣기 내 맘을 네게
그저 그대로 전해 주고 싶은 걸
너와 내 데칼코마니 달콤한 이
감정 대체 뭘까"
32,32,Run Baby Run,이지형,"세상 깊은 밤 모두 깊은 잠
이런저런 걱정들로 잠들 수 없는 밤
쓸모없는 나
도대체 내가 뭘 잘 할 수 있을까
생각일랑 접고 일단은 좀 달려보자
Run Baby Run
Run Baby Run
Run Baby Run
Baby Run Baby Run
Run Baby Run
Run Baby Run
Run Baby Run
Baby Run Baby Run
새벽 찬 바람 살을 파고드는 공기
어느새 붉어진 하늘이 아름다워
숨이 가득 차올라
이대로 쓰러질 것 같을 때쯤에 나
비로소 그때 살아있는 것만 같아
Run Baby Run
Run Baby Run
Run Baby Run
Baby Run Baby Run
Run Baby Run
Run Baby Run
Run Baby Run
Baby Run Baby Run
달빛 보다 더 빨리
멀리 어제보다 한 걸음 더
아침이 밝아 올 때까지
Baby please don‘t stop
Baby please don‘t stop
Baby please don‘t stop
Baby please don‘t stop
Baby please don‘t stop
Baby please don‘t stop
Run Baby Run
Run Baby Run
Run Baby Run
Baby Run Baby Run
Run Baby Run
Run Baby Run
Run Baby Run
Baby Run Baby Run"
33,33,고장로봇,미아,"들리나요 어제 내꿈 이야기
가슴이 고장나서 말하지 못했죠.
우리의 시간은 여기까지.
아직하지 못한말.
작은 메모리에 담아 보아요

이제 와서 이런 말 하긴 그렇지만
그댄 내게 사랑인걸요
어쩌지못할 내일이 다가온대도
난 그대와 눈감을래요

보이나요 어제 내 꿈 이야기
마음이 아파와서 지우질 못했죠.
우리의 시간은 여기까지.
아직까지 못한말
작은 별들에게 물어 보아요.

이제 와서 이런 말 하긴 그렇지만
그댄 내게 사랑인걸요
어쩌지못할 내일이 다가온대도
난 그대와 눈감을래요


이제 와서 이런 말 하긴 그렇지만
그댄 내게 영원인걸요
어쩌지못할 내일이 다가온대도
난 그대와 손 잡을래요

이런것이 마음 일까요 아프지만
내게 너무 어려운걸요
빛나지 못할 내일이 다가온대도
난 그대와 눈감을래요"
34,34,그 마음,자왕,"두근대는 그 마음은 숨기고
걸음 걸음 큰 용기를 더해서
둥그렇고 꽤 커다란 세상에
한 발 두 발 내딛으며 웃었지
오 나의 유년시절
난 변함없어 지금도 그 때 그 마음이야
설레고 두려워 아름답게
이 공간 속을 헤엄쳐 그 때 그 마음이야
당당해 웃기고 촌스럽고 빛나고 소중해
영원해 너처럼
오 나의 유년시절
난 변함없어 지금도 그 때 그 마음이야
설레고 두려워 아름답게
이 공간 속을 헤엄쳐 그 때 그 마음이야
당당해 웃기고 촌스럽고 빛나고 소중해
영원해 너처럼

두근대는 그 마음은 숨기고
걸음 걸음 큰 용기를 더해서
둥그렇고 꽤 커다란 세상에
한 발 두 발 내딛으며 웃었지"
35,35,My Magical Romance,소피의 마법일기,"Draw a circle and a star
Light a candle in a jar
And I put a spell on you
Got you under my voodoo

My design is divine,
Very soon you will be mine

Every day, and every night
I can't stop thinking 'bout you
I try to catch your eyes
in a superstitious way

Down below, up above
I'll be watching you all day
Don't hesitate and say
Will you be mine

And I read the horoscope
Maybe I still have a hope
So I make a special move
with a supernatural groove

My design is divine,
Very soon you will be mine

Every day, and every night
I can't stop thinking 'bout you
I try to catch your eyes
in a superstitious way

Down below, up above
I'll be watching you all day
Don't hesitate and say
I love you

And in the darkest deepest night,
I will crawl into your scary dreams
And if you see my eyes,
you are hypnotised to me, to me

I put a spell on you
I put a spell on you

Every day, and every night
I can't stop thinking 'bout you
I try to catch your eyes
in a superstitious way

Down below, up above
I'll be watching you all day
Don't hesitate and say
I love you

Every day, and every night
I can't stop thinking 'bout you
I try to catch your eyes
in a superstitious way

Down below, up above
I'll be watching you all day
Don't hesitate and say
Will you be mine"
36,36,푸른봄 (靑春),SEJI,"하얀 영혼 쉼없는 움직임
짙게 퍼져가는 그들의 땀향기
소리없는 외침에 답할리 없는 험난한 겨울
아픔뒤에 찾아오는 성장의 고통 내 젊음
푸른봄 그 끝나지 않은 아름다움
우린또 그 속에서 살아 가겠지
지금이 시작이라고 말해줘
언제나 난 이 길위에 서있어

반짝이는 그대의 땀방울은 햇살의 거울
내청춘의 시작은 그대라는 사랑의 이름
푸른봄 그 끝나지 않은 아름다움
우린또 그 속에서 살아 가겠지
지금이 시작이라고 말해줘
언제나 난 이 길위에 서있어.

청춘 끝나지 않을 아름다움
나는또 그 속에서 살아 가겠지
지금이 끝이 아니라고 말해줘
언제나 난 이 길을 달려 갈꺼야.

청춘 우리의 아름다운 이야기
청춘 끝나지 않는 아름다움"
37,37,Heart disease,모르피네 (Morphiné),"아 사라진 네 흔적, 지워져
아 되뇌이네 남은것도 하나 없는데
잘게 찢어진 심장의 파편에 베이네
아 죄여오는 숨통을 끊어줬으면 해

붉은 잔재, 흩어져 버린 그 애증의 결말
차가운 시선에 또 남겨져
원한다면, 전부 다 너에게 바칠 수 있게
미쳐버린 나를 어서 꺼내줘

Loveless loveless did I
Hopeless hopeless I
비틀린 애정이라도 받을 수 있다면

Only one only one, hold me
Only you only you 나를
비참하게 버려진 날 다시
please love me

아 견고하던 당신이 무너져 내리네
빛바랜 네게, 다시 보여줄 수 있다면

썩어 저 멀리 녹아내린 네 육체
망가진 내 심장은 그저 제자리에
버려진 신념과 인간성에 잠식된 자아
죽음을 외쳐보네

Bring me to the paradise
where is your Eden
나를 데려가요 낙원으로
꿈에서 보았던 너에게로
찬란하던 나락의 끝으로"
38,38,"NEED TO BREATHE (Feat. Movin, 추서준)",ryuxjo,"It’s the reason I'm depressed
looking for you everyday
How could you do
How could you do

When I’m away from blue
wish it wasn’t true yeah
How could you do
How could you do

When I found out I’ve down for you
It just killing to my

Even If I die tomorrow yeah
Even If I die tomorrow
disbelieve your lie

Leaving my blue
leave in my love
This is just a pain

Going out of head
Stay awake
Still I'm standing here
for one's death

여전히 나 많이 맘이 왔다가서
내게로 전해들은 이야기 마저 알아갔어
시간이 없단말로 넘어왔던 그날도
대충 던진 듯 의미심장했던 말도

아무것도 몰라서
바보같이 골라서
날카로운 말을 했어 그때로 돌아가려해
너는 날 가려 왜

이 추억과 사랑에 새로운 싹이 났어
비를 머금은 채로 때론 울상이였지만
내가 바라고 애정한만큼 땀이 났던
지난 여름처럼 우린 더 자라왔어

마지막은 생각처럼 쉽지않네
시간은 나의편이 아니였었네
이사계가 지나가도록

Even If I die tomorrow yeah
Even If I die tomorrow
disbelieve your lie

Leaving my blue
leave in my love
This is just a pain

Going out of head
Stay awake
Still I'm standing here
for one's death

지나온 우리를
다시 추억하기엔
I’m happy that your not here with me

여전히 여기서
이대로 갇혀서

Even if i die tomorrow

Even If I die tomorrow yeah
Even If I die tomorrow
disbelieve your lie

Leaving my blue
leave in my love
This is just a pain

Going out of head
Stay awake
Still I'm standing here
for one's death"
39,39,강강술래,품바21,"여기여 왔네 오늘도 좋다고 또 뛰어왔네
품바가 왔네 오늘도 좋다고 또 뛰어왔네

품바가 왔다네 잘도 논다
품바가 왔다네 잘도 논다
다 같이 일어나서 놀아보세
다 같이 일어나서 놀아보세
품바가 왔다네 잘도논다
품바가 왔다네 잘도논다
품바가 왔다네 잘도논다
품바가 왔다네 잘도논다 예!

여기여 왔네 오늘도 좋다고 또 뛰어왔네
품바가 왔네 오늘도 좋다고 또 뛰어왔네

강강술래 강강술래

좋아! 강강술래 하러 가볼까잉!"
40,40,숨이 차올라,1DB (원디비),"숨이 차올라
시원한 바람에 너의 웃음소리 흘러가고
눈치도 없이
뛰는 내 가슴에 나도 모르게 환하게 웃는 나

습관처럼 난 너를 그리곤해
반짝이던 너의 눈, 다정한 미소
혼자만의 착각인가 너도 나와 같을까
알수없는 너의 마음 자꾸 날 잠 못 들게 해

고민하다 누르는 너의 번호
또 쓰다만 편지
그 순간 만나잔 너의 연락에 달려가

숨이 차올라
시원한 바람에 너의 웃음소리 흘러가고
바라던 순간
내 앞에 니 모습 떨리는 내 맘 네게 들킬까봐 난
숨을 고르고
너에게 다가가 애써 태연한척 해보지만
눈치도 없이
뛰는 내 가슴에 나도 모르게 환하게 웃는 나

선선한 밤 너와 나 걷던 그 거리
다정한 연인들의 모습을 보며

너의 옆에 항상 내가 있기를
우리 함께이기를
오늘은 말할거야, 내 맘 꼭 전할래

숨이 차올라
시원한 바람에 너의 웃음소리 흘러가고
바라던 순간
내 앞에 니 모습, 떨리는 내 맘 네게 들킬까봐 난
숨을 고르고
너에게 다가가 애써 태연한척 해보지만
눈치도 없이
뛰는 내 가슴에 나도 모르게 환하게 웃는 나

아무도 몰래
지켜온 내 마음 어떻게 전할까 고민했지만
나도 모르게
커버린 내 마음 더이상 숨길 수 없어
이젠 말할게
널 향한 내 마음 받아줘 날 향해 환히 웃어줘
처음 본 순간
난 늘 꿈꿔왔어, 너와 나 함께 할 이 순간들을"
41,41,단짝,소몽,"비 올 때도 눈 올 때도 너와 나는 실과 바늘

미워해도 화해해도 너는 내게 세상 전부

서로라는 말로 함께라는 말로 우린 항상 같은 마음 내 곁에 있어줘

서로라는 말로 함께라는 말로 우린 항상 같은 마음 계속 곁에 있어줘


서로라는 말로 함께라는 말로 우린 항상 같은 마음 계속 곁에 있어줘

미워해도 화해해도 너는 내게 세상 전부 계속 곁에 있어줘"
42,42,바보춤꾼,장끼전,"춤추는 그대여
긴장과 저항없이 자연 그대로
솜씨있게 춤추는 구려

춤추는 그대여
그대의 움직임은 사랑의 경이를
드러내고 있다오

언어가 끊어진 자리에서
자유로이 춤추는 그대
눈으로 듣고 귀로 보는
바보춤꾼 바보춤꾼 그대

춤추는 그대가 춤이요
사랑과 열정이 그대의 춤이요
따스한 손길이 그대의 춤이요
그 고운 탄성이 그대의 춤이요

사랑이 춤추는 그대
순수가 춤추는 그대
춤추는 그대여
춤추는 그대여

춤추는 그대가 춤이요
사랑과 열정이 그대의 춤이요
따스한 손길이 그대의 춤이요
그 고운 탄성이 그대의 춤이요

사랑이 춤추는 그대
순수가 춤추는 그대
춤추는 그대여
춤추는 그대여

그대의 춤은
허공에 쏟아 놓은 노래
시간이 몸에 남긴 흔적
그대는 내 영혼의
바보춤꾼 바보춤꾼이라오."
43,43,강 (Lethe),이아트,"참 고단했어
이 세상에서
중심을 잃었어
사라지길 바랐어

아픈 마음 꿈에서만
행복했어
그래서 꿈에서만
있길 바라왔어

너의 아픔
왜 몰랐는지
난 꿈속 안에서도
너를 찾고 있었는지

망각의 강 그 앞에서
손을 잡고 나아가면
아픈 기억 슬픈 기억
사라질 거야."
44,44,Blackwater,맥거핀 (MGFF),"Go take your ride
That’s what we wanted
You pick your side
Cause we’re in endgame

Don’t tell me now
It ain’t good timing
Don’t get to know
Before you’re trying, fool

Bang Bang, If we have to fight, we Fight but
Bang Bang, If we have to run, we’ll run but
Bang Bang, If we have to die, we’ll die but

Bang Bang, If we have to fight, we Fight but
Bang Bang, If we have to run, we’ll run but
Bang Bang, If we have to die, we’ll die but

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Ain’t afraid of dying
Ain’t afraid of lying
Is there someone I can see

Bang Bang, If we have to fight, we Fight but
Bang Bang, If we have to run, we’ll run but
Bang Bang, If we have to die, we’ll die but

Bang Bang, If we have to fight, we Fight but
Bang Bang, If we have to run, we’ll run but
Bang Bang, If we have to die, we’ll die but
Ain’t got too much to say no more

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
Don’t you know I’m just a bad dog
Don’t you know I’m just a bad dog"
45,45,소년의 눈,톡식,"dancing in the pouring rain
넌 아무것도 모른채
세상을 바라 보는 소년의 눈

말할 수 없는 비밀로
미래를 간직해
커져만 가는 소년의 꿈

so bright, you could be the star
설렘, 떨리는 가슴이 피어나

별이 되고 싶던 날
그날을 노래할래 oh oh oh
어떤 날이 와도 상관 없어
whenever only for you

가본 적 없는 곳
어디든 갈 수 있어
어둠이 두려워
눈을 감을 수가 없어

so bright, you could be the star
설렘, 떨리는 가슴이 피어나

별이 되고 싶던 날
그날을 노래할래 oh oh oh
어떤 날이 와도 상관 없어
whenever only for you

원하는 모든 걸 다 그냥 하면 돼
꿈꾸는 나를 말해봐

dancing in the pouring rain
넌 아무것도 모른채
세상을 바라 보는 소년의 눈

별이 되고 싶던 날
그날을 노래할래 oh oh oh
어떤 날이 와도 상관 없어
whenever only for you

눈을 떠 이제 그 시간 속에
너를 기억해 oh oh oh
어떤 날이 와도 상관 없어
whenever only for you"
0,0,그 마음,자왕,"두근대는 그 마음은 숨기고
걸음 걸음 큰 용기를 더해서
둥그렇고 꽤 커다란 세상에
한 발 두 발 내딛으며 웃었지
오 나의 유년시절
난 변함없어 지금도 그 때 그 마음이야
설레고 두려워 아름답게
이 공간 속을 헤엄쳐 그 때 그 마음이야
당당해 웃기고 촌스럽고 빛나고 소중해
영원해 너처럼
오 나의 유년시절
난 변함없어 지금도 그 때 그 마음이야
설레고 두려워 아름답게
이 공간 속을 헤엄쳐 그 때 그 마음이야
당당해 웃기고 촌스럽고 빛나고 소중해
영원해 너처럼

두근대는 그 마음은 숨기고
걸음 걸음 큰 용기를 더해서
둥그렇고 꽤 커다란 세상에
한 발 두 발 내딛으며 웃었지"
1,1,My Magical Romance,소피의 마법일기,"Draw a circle and a star
Light a candle in a jar
And I put a spell on you
Got you under my voodoo

My design is divine,
Very soon you will be mine

Every day, and every night
I can't stop thinking 'bout you
I try to catch your eyes
in a superstitious way

Down below, up above
I'll be watching you all day
Don't hesitate and say
Will you be mine

And I read the horoscope
Maybe I still have a hope
So I make a special move
with a supernatural groove

My design is divine,
Very soon you will be mine

Every day, and every night
I can't stop thinking 'bout you
I try to catch your eyes
in a superstitious way

Down below, up above
I'll be watching you all day
Don't hesitate and say
I love you

And in the darkest deepest night,
I will crawl into your scary dreams
And if you see my eyes,
you are hypnotised to me, to me

I put a spell on you
I put a spell on you

Every day, and every night
I can't stop thinking 'bout you
I try to catch your eyes
in a superstitious way

Down below, up above
I'll be watching you all day
Don't hesitate and say
I love you

Every day, and every night
I can't stop thinking 'bout you
I try to catch your eyes
in a superstitious way

Down below, up above
I'll be watching you all day
Don't hesitate and say
Will you be mine"
2,2,푸른봄 (靑春),SEJI,"하얀 영혼 쉼없는 움직임
짙게 퍼져가는 그들의 땀향기
소리없는 외침에 답할리 없는 험난한 겨울
아픔뒤에 찾아오는 성장의 고통 내 젊음
푸른봄 그 끝나지 않은 아름다움
우린또 그 속에서 살아 가겠지
지금이 시작이라고 말해줘
언제나 난 이 길위에 서있어

반짝이는 그대의 땀방울은 햇살의 거울
내청춘의 시작은 그대라는 사랑의 이름
푸른봄 그 끝나지 않은 아름다움
우린또 그 속에서 살아 가겠지
지금이 시작이라고 말해줘
언제나 난 이 길위에 서있어.

청춘 끝나지 않을 아름다움
나는또 그 속에서 살아 가겠지
지금이 끝이 아니라고 말해줘
언제나 난 이 길을 달려 갈꺼야.

청춘 우리의 아름다운 이야기
청춘 끝나지 않는 아름다움"
3,3,Heart disease,모르피네 (Morphiné),"아 사라진 네 흔적, 지워져
아 되뇌이네 남은것도 하나 없는데
잘게 찢어진 심장의 파편에 베이네
아 죄여오는 숨통을 끊어줬으면 해

붉은 잔재, 흩어져 버린 그 애증의 결말
차가운 시선에 또 남겨져
원한다면, 전부 다 너에게 바칠 수 있게
미쳐버린 나를 어서 꺼내줘

Loveless loveless did I
Hopeless hopeless I
비틀린 애정이라도 받을 수 있다면

Only one only one, hold me
Only you only you 나를
비참하게 버려진 날 다시
please love me

아 견고하던 당신이 무너져 내리네
빛바랜 네게, 다시 보여줄 수 있다면

썩어 저 멀리 녹아내린 네 육체
망가진 내 심장은 그저 제자리에
버려진 신념과 인간성에 잠식된 자아
죽음을 외쳐보네

Bring me to the paradise
where is your Eden
나를 데려가요 낙원으로
꿈에서 보았던 너에게로
찬란하던 나락의 끝으로"
