,title,artist,lyric
10,Sunset,The Tunas (더 튜나스),"노을이 지고
붉게 물든 바다
잔잔한 파도가
불러주는 노래

노을 지는 하늘에
붉게 물든 바다는
내 마음을 녹이고
내일도 살아가네

오늘 우리 바다에 잠들자
편안하고 따듯한 모래 덮고서
우리같이 바다에 잠들자
잔잔히 치는 파도 소리 들으며

오늘 우리 바다에 잠들자
편안하고 따듯한 모래 덮고서
우리같이 바다에 잠들자
잔잔히 치는 파도 소리 들으며

노을이 지고
붉게 물든 바다
잔잔한 파도가
불러주는 노래

노을 지는 하늘에
붉게 물든 바다는
내 마음을 녹이고
내일도 살아가네

오늘 우리 바다에 잠들자
편안하고 따듯한 모래 덮고서
우리같이 바다에 잠들자
잔잔히 치는 파도 소리 들으며

오늘 우리 바다에 잠들자
편안하고 따듯한 모래 덮고서
우리같이 바다에 잠들자
잔잔히 치는 파도 소리 들으며"
11,빙빙!,HU:MIN,"누군가는 사랑을 하고
누군가는 낭만을 원해
언젠가는 올라가게 될
저 하늘 위를 보는 우리

높은 구름 바로 밑에서
관심속에 취해있는 우리
저 꿈 속을 깊이 더 깊이
헤엄치는 저 소용돌이

진짜 모습은 가린채
서로 눈치만 보고 있네

우린 돌아 빙빙빙
남들의 시선은 저 멀리 내려놓고
다시 여기 빙빙빙
뜨겁게 맴돌아 이곳을 태우자
우린 돌아 빙빙빙
남들의 시선은 저 멀리 내려두고
다시 여기 빙빙빙
뜨겁게 맴돌아 이곳을 태워

Ooh 날 바라봐요 오늘 하루는
내려놔 봐요
Ooh 날 따라와요 오늘 하루는
진실을 봐요

진짜 모습은 가린채
서로 눈치만 보고 있네

우린 돌아 빙빙빙
남들의 시선은 저 멀리 내려놓고
다시 여기 빙빙빙
뜨겁게 맴돌아 이곳을 태우자
우린 돌아 빙빙빙
남들의 시선은 저 멀리 내려두고
다시 여기 빙빙빙
뜨겁게 맴돌아 이곳을 태워"
12,기억,Mensheviks,"어지러운 내 머리 속에서 더 이상 널 찾을 수 없어
이제 더는 너의 생각과 너의 목소리가 그립지 않아
어지럽던 내 머리 속에서 이제 너는 떠나버렸어
이제 더는 너의 모습이 내 앞에 아른거리지 않아

하지만 언젠가 너를 다시 본다면
그떈 우리 기억들이 날 다시 네게 보내주겠지
우리 함꼐한 좋은 추억들 나에게는 족쇠가 되어
날 다시 너의 품속에 깊게 안기고 싶게 하겠지

어지러운 내 머리 속에서 더 이상 널 찾을 수 없어
이제 더는 너의 생각과 너의 목소리가 그립지 않아
어지럽던 내 머리 속에서 이제 너는 떠나버렸어
이제 더는 너의 모습이 내 앞에 아른거리지 않아
어지러운 내 머리 속에서 더 이상 널 찾을 수 없어
이제 더는 너의 생각과 너의 목소리가 그립지 않아
어지럽던 내 머리 속에서 이제 너는 떠나버렸어
이제 더는 너의 모습이 내 앞에 아른거리지 않아

하지만 언젠가 나를 다시 본다면
그땐 우리 기억들이 너를 다시 내게 보내주겠지
우리 함께한 좋은 추억들 너에게는 족쇠가되어
너를 다시 나의 품속에 깊게 안기고 싶게 하겠지
날 이젠 보내줘 난 널 잊고싶어서
잊은줄 알았는데 결국 또 다시 제자리인걸
나는 다시 한숨을 쉬고 너를 바라보면서
다시 가슴이 뛰는걸 느껴버린걸 어떡해야해"
13,봄에 도착,신서울,"잠깐 내 말을 좀 들어볼래 꼭 할 얘기가 있어서 그래 나 어릴적부터 이런 말할 땐 멈춰서야 해
잠깐 내 손을 좀 잡아줄래 길을 잃을 것 같아서 그래 나 어릴적부터 이런 일엔 통 감각이 없어
너의 손을 잡으면 난 겁이 없어져
조금 헤메더라도 괜찮을 것 같아
너의 손을 잡으면 어떤 길로 가든 봄에 도착해 그럼 도착한 봄에서 우리 떠나지 말고 같이 누울래
잠깐 내 품에 좀 들어올래 잠이 오질 않아서 그래 나 어릴 적부터 이런 밤을 늘 궁금해했어
너를 품에 안아도 잠이 오진 않아
이대로 밤을 새도 괜찮을 것 같아
너를 품에 안으면 눈을 뜨고서도 꿈에 도착해
그럼 도착한 꾸에서 우리 깨지도 말고 좀 더 안을래
도착한 봄에서 같이 꿈을 꾸면서 같이 있을래"
14,데미안 (Feat. 변하은),Joymin (조이민),"달을 태우는 햇빛에
지친 날 일으켜요

날 애태우는 몸짓에
시린 날이 비쳐요

아름다운 시절의
이유를 들려줘요

자유로운 새들의
이름을 불러줘요

멍한 시선을 거둔 채
잠시 두 눈을 감아요

까만 밤이 드리울 때
틈 사이 빛을 느껴봐요

지나간 건 다시 오지 않아 아니야
못다 한 건 어제 꾼 꿈만이 아니야

저 틈 사이 비추는 빛은
네가 내일 따라갈 기분

아름다운 시절의
이유를 들려줘요

자유로운 새들의
이름을 불러줘요"
15,"Dementia (Feat. 수성매직, 김성윤)",Antideprexxant,"언제부턴가 너의 모든 것이 기억나지 않아
네 따스한 온기마저 너의 아픔들까지도
우리의 남은 기억들은 대체 뭐가 남았지
어째서 아직도

잊었니 잊었니
난 그 무엇도 생각나지 않아
기억해 생각해
시간이 널 데려올 줄 알았어

너에겐 아직도 소중한 뭔가 남았니
나에겐 아직도 무엇도 들리지 않아
너에겐 아직도 날 지킬 이윤 있었니
나에겐 앞으로 길이 존재하질 않아


울리지 못한 기타소리 따윈 흘러갔겠지
옮기지 못한 멜로디는 이미 끝나버렸지
내가 살아온 흔적 의미조차 흩어졌겠지
덧없이 내일로

괜찮니 잘 있니
난 이미 괜찮진 않은 것 같아

넌 왜 넌 왜
그걸 말했어야해
난 왜 난 왜
무엇도 하지 못했어

우리의 웃음소리가 끊질 않던 나날들
우리의 울음소리도 나누었던 나에게
하지만 너의 자리를 지켜 주지 못했어
나는 날 위해 나를 떠나줄거야 아 아 아아

우리의 마지막 순간을 빌어 주지 않겠니
우리의 마지막 인사를 받아 주지 않겠니
마지막 추억 흔적조차 남아 있지 않지만
마지막 인사를
내가 남길 수 있는 무언가를 찾아야만 해
이미 부서진 기타마저 얼마 안 되는 기억도
나의 마지막 숨이 조금이라도 붙어있는 한
네게 사랑한다 고맙단 말도 해 볼 수 있을까
오오"
16,HYPERTONIC,TAN(티에이엔),"Hy - Hyper - Tonic
Hy - Hyper - Tonic
Hy - Hyper - Tonic
Hy - Hyper - Tonic

Take it slow now
혈관 속의 fever 깊이 퍼져

아찔해 So high
girl, i've been waiting for this good time

you're the reason
솟구치는 DOPAMINE
just make the decision
상관없어 so
what you wanna do

터질듯한 감정
when i see that ur really picture perfect

i mean it, im leanin

폭발해 ADRENALINE

숨 떨리는 이 자극
it's to die for - die - die for
끊어지는 이성에
got me spinnin around

Hy - Hyper - Tonic
Hy - Hyper - Tonic
HYPER
Hy - Hyper - Tonic

Keepin it Hypertonic

I make you feel the flashing lights
하루 종일 burning bright
겁먹지 말고 날 봐, don't you want it, want it

Livin' in R.E.M.
온몸을 dominate
Don't want this all to the end

(Slow it Down)

I finally found

you're the reason
쏟아지는 DOPAMINE
just make the decision
상관없어 so
what you wanna do

터질듯한 감정
when i see that ur really picture perfect

i mean it, im leanin

폭발해 ADRENALINE

숨 떨리는 이 자극
it's to die for - die - die for
끊어지는 이성에
got me spinnin around

Hy - Hyper - Tonic
Hy - Hyper - Tonic
HYPER
Hy - Hyper - Tonic

Keepin it Hypertonic

I’ll be there 너의 마음 만들게 널 Crazy
You will never know 알려줄게 How many
women i cry about 있을때 위 Stage
It's stimulating 커지는 Heartbeat you ready

Yeah that’s me 고급 Pride woo
Five star 맞아 That’s right 네가 보는 난 umm
Let me tell you 난 널 알고싶은 마음뿐
So please you give me now woo

on and on and on and on and

황홀한 이 순간 속에

more and more and more and more and

걷잡을 수 없이 빠져

want it, want it, want it

중독된 환상
끊어내지 못해
so I mean it, I'm leanin
so won't you hold on tight

숨 떨리는 이 자극
it's to die for - die - die for
끊어지는 이성에
got me spinnin around

I think about it all the time
a work of art I found
Cuz Imma Hypertonic
ADDICT
Keepin it Hypertonic

Hy - Hyper - Tonic
Hy - Hyper - Tonic
HYPER
Hy - Hyper - Tonic

Keepin it Hypertonic"
17,사랑할 거야,박소은,"우린 춤을 추고 있었죠
끝나지 않을 밤인 것처럼

네가 어떤 사람인 건요
보이지 않는 맘이야 상관없죠

조금 이상한 사랑이어도 돼요
마음에 애정을 바르면 돼요
숨기지 말아요 다 보여줘도 돼요

난 사랑할 거야
널 감싸안을 거야
이게 내 못난 마음의 전부야

난 사랑할 거야
널 감싸안을 거야
이게 내 못난 마음의 전부야

너는 겁을 먹고 있었죠
자라지 않은 어린애처럼

그런 너를 지키는 나는요
변하지 않을 맘이야 상관없죠

조금 이상한 사랑이어도 돼요
마음에 애정을 바르면 돼요
숨기지 말아요 다 보여줘도 돼요

난 사랑할 거야
널 감싸안을 거야
이게 내 못난 마음의 전부야

난 사랑할 거야
널 감싸안을 거야
이게 내 못난 마음의 전부야

난 사랑할 거야
널 감싸안을 거야
이게 내 못난 마음의 전부야

난 사랑할 거야
널 감싸안을 거야
이게 내 못난 마음의 전부야"
18,안녕은 언제나 어려워,최정윤,"시작할 때는 마냥 웃음만 나, 좋았지
끝이란 우리에게 없는 일이라 믿었지

헤어지는 일을 자연스레 받아들이려 해도ﾠ난
자꾸 슬퍼만 가 너의 두 눈을 마주칠 수가ﾠ없었어

눈물은 보이지 않기로 해
우리 절대 울지는 않기로 해
서로의 마음에 서로가 남았다면
우리 그렇게 안녕을 하기로 해

기억해 우리 처음 만나 어리숙한 모습들
어느덧 이제 담담하게 안녕을 말하려는 우리

헤어지는 일을 자연스레 받아들이려 해도 난
자꾸ﾠ슬퍼만 가 너의 두 손을 놓아줄 수가ﾠ없었어

눈물은 보이지 않기로 해
우리 절대 울지는 않기로 해
서로의 마음에 서로가 남았다면
우리 그렇게 안녕을 하기로 해

시간이 지나도 떠돌아다닐 거야

우리의 잔상들은 여기 그대로 남아
그 자리에 있을 테니까
눈물 흘리지 않기로 해

더 이상 아쉬움은 없기로 해

서로의 마음에 서로가 남았다면

그걸로ﾠ충분한 거 잘 알잖아


우리 손을 더 높이 흔들기로 해

더 빛나는 내일에 만나기로 해

서로의 날들에 서로가 남았다면
우린 그렇게 안녕을 하기로 해"
19,낙화,BehindtheMoon,"흔들리는 꽃의 모습
마지막 봄의 이슬
무심히 나리는 꽃은
멀리 흩날려 가네요
다신 멀어지고 싶지는 않았어요
함께 하기를 매일 바래요
혼자서 품에 안았던 꽃잎이 떨어져요
봄날의 꿈이 희미해져요
이 슬픔이 온 하늘을 전부 덮으려 해도
계절은 흘러가고 있어요
바람이 차가운 걸요
차창 밖의 해의 모습
일렁인 빛의 물결
지평선 아래 바다로
깊이 떠내려가네요
다신 멀어지고 싶지는 않았어요
함께 하기를 매일 바래요
혼자서 품에 안았던 꽃잎이 떨어져요
봄날의 꿈이 희미해져요
이 슬픔이 온 하늘을 전부 덮으려 해도
계절은 흘러가고 있어요

보이지 않는 것을 믿었어요
바람을 노래하며
혼자서 품에 안았던 꽃잎이 떨어져요
봄날의 꿈이 희미해져요
이 슬픔이 발걸음을 잠시 멈추려 해도
계절은 흘러가고 있어요
바람이 차가운 걸요"
20,비.비.비,사뮈 (Samui),"어느날 우연히 만났다
그대와 가까이 되었네
지금은 이렇게 혼자서
그대를 그리고 있네
화병에 꽃들은 시들고
커튼은 힘없이 늘어져
방안에 흩어진 책가지
그대로 그렇게 있네
비비비 내리는 창가에
나홀로 이렇게 서있네
비비비 내리는 마음에
우산을 씌워주세요
비비비 내리는 창가에
나홀로 이렇게 서있네
비비비 내리는 마음에
우산을 씌워주세요
비비비 내리는 창가에
나홀로 이렇게 서있네
비비비 내리는 마음에
우산을 씌워주세요"
21,Marigold,NVM,"시끄럽던 우리 사이 얘길 꺼낼 때
너는 바다에 있었고
나는 뻗어져 있었어

어지럽던 날이 지난
미소를 가지고
나는 말이 없었고
너도 말이 없었어

그댄 물결처럼 드리우는 그림자
넌 나의 바로 옆자리에
네 신발을 벗은 채 내게 다가왔고
난 너와 닿을수록
우리의 푸른 밤을 지나
더 멀어지고 있어 너와 나의 그 사이에

그댄 물결처럼 드리우는 그림자
넌 나의 바로 옆자리에
네 신발을 벗은 채 내게 다가왔고
난 너와 닿을수록
우리의 푸른 밤을 지나
더 멀어지고 있어 너와 나의 그 사이에"
22,Here I am,희야 (Heeya),"All the memories faded out
And your smile turned to black
Do you know this moment is end of our love?
You don’t know end of the love

Is getting better?
Over and over again.
Is getting better?
But I can’t let you go

Here I am
I am here, dear
Here I am
I am here, dear

Is getting better?
Over and over again.
Is getting better?
But I can’t let you go

Here I am
I am here, dear
Here I am
I am here, dear

I never go anywhere (I won’t go anywhere)
Always be with you, here (I always be with you)
So, don’t mess up anything
I’m still loving you (I always love with you, my dear)

Here I am
I am here, dear
Here I am
I am here, dear"
23,촉,ChoiTH(초이스),"더 치밀하게 거짓말을 해
차라리 모르고 지나가길 원해
넌 그냥 아무렇지 않게 내게 웃어주면되
양심의 가책같은건 느끼지 않아도되
난 그렇게 너의 거짓말에 그냥 넘어가줄게
그러면 아무일도 없을거야 babe
그려볼래 둘만의 party yeah

그러다 갑자기 머릿속을 찌릿하게 만드는 그건 나의 촉
혹시나 해서 가만히 앉아서 아닐거라 진정하고 지나가듯 너에게 묻는 나는 곧
왜 너는 이렇게 순순히 말해 아니라고 내게 좀 더 격하게 거짓말을 해
이 촉은 화살촉이 되어 내게 돌아오네 주저앉아버리네

불현듯 엄습해온 이런 느낌은 왜 항상 맞을까
무심코 던진 말에 항상 상처받는것은 나일까
널 너무 사랑한 나에겐 왜 이것밖에 남지않는가
아파 아파 날 아프게 만든 이 촉이 너무나 싫다?

더 치밀하게 거짓말을 해
차라리 모르고 넘어가길 원해
넌 그냥 아무렇지않게 내게 안기면 되
양심의 가책같은건 느끼지 않아도 돼

또 그렇게 너의 거짓말에 그냥 넘어가줄게
그렇게 아무일도 없던것처럼 yeah
와서 내게 kiss me bebe

촉촉이 젖은 머릿결로 나에겐 나밖에 없다고 뒤돌아서선 그의 품에 기대고
촉이 와버린 난 너를 놓고싶어도 놓지못하고 뒤에서 너를 안아준다
이건 바보같이 반복되는 drama 비련의 주인공이 되고싶진않아
이미 다 알고있지만 오늘도 속고있어 난 널 잃을까봐?

불현듯 엄습해온 이런 느낌은 왜 항상 맞을까
무심코 던진 말에 항상 상처받는것은 나일까
널 너무 사랑한 나에겐 왜 이것밖에 남지않는가
아파 아파 날 아프게 만든 이 촉이 너무나 싫다?

woo 하필 왜 나는 너를 사랑하게 되서
woo 우울한 사랑에 빠져있게 됐어
차라리 아무 생각도 없었다면
차라리 모르고 지나갔었다면
차라리 그런 바보같은 물음조차 없었다면 행복했을까

좀 더 거짓말해 내가 절대 눈치 못채게
사실 다 알고있지만 촉이 왔지만 이제 와 널 향한 사랑 멈추면 안돼
바보같지만 바보같이 속아볼래 이따위 촉 같은거 믿지않아 절대
내 곁에 있어줘 바보같이 너만 원하고 있어

불현듯 엄습해온 이런 느낌은 왜 항상 맞을까
무심코 던진 말에 항상 상처받는것은 나일까
널 너무 사랑한 나에겐 왜 이것밖에 남지않는가
아파 아파 날 아프게 만든 이 촉이 너무나 싫다?"
24,쿠빌라이 칸,멋진인생 (Meotjinsaeng),"쿠빌라이 칸

맞서서 싸우자 나는 쿠빌라이 칸
맞서서 싸우자 나는 쿠빌라이 칸
맞서서 싸우자 나는 쿠빌라이 칸
맞서서 싸우자 나는 쿠빌라이 칸"
25,사랑해 많이,머스마 프로젝트,"한 번 보니 또 보고 싶고 두 번 보니 정신이 번쩍
세 번 보니 운명인듯한 너는 내 여자

두근두근두근두근 이런 내가 첨이야
아른아른아른아른 하루 종일 생각나

사랑해 많이 (사랑해 많이)
사랑해 많이 (사랑해 많이)
사랑해 많이 (사랑해 많이)
누구보다 더 행복하게 해줄게

거울만 자꾸 보게 되고 멋진 핏을 뽐내고 싶고
머리도 피부도 만지고 너 때문이야

울렁울렁울렁 대는 이 가슴은 첨이야
어딜 가나 어딜 보나 니 얼굴이 떠 올라

사랑해 많이 (사랑해 많이)
사랑해 많이 (사랑해 많이)
사랑해 많이 (사랑해 많이)
누구보다 더 행복하게 해줄게

너 때문에 내 인생이 바뀔 것 같아

(사랑해 많이)
(사랑해 많이)
사랑해 많이 (사랑해 많이)
누구보다 더 행복하게 해줄게"
26,믿음과 죽음의 알,Sunyfur Trio,"닭똥 냄새가 지독한
쇠창살에 갖혀
무의식으로 낳은 알들이
움직이기 시작한다

알은 금이가고
이내 쪼개진다

똑같은 내 얼굴이
세상의 공기에 맞닿으며
찢어지는 울음소리를 낸다
찢어지는 울음소리를 낸다

나는 반쯤 포기한 채
내 몸을 내어준다
추욱 늘어져
내 간과 허파를
찍어먹게 냅둔다

나는 반쯤 포기한 채
내 몸을 내어준다
추욱 늘어져
내 간과 허파를
찍어먹게 냅둔다

초점이 흐린 눈들은
또 다른 내가 될 것이라
굳게 믿는다
믿음의 죽음이다

초점이 흐린 눈들은
또 다른 내가 될 것이라
굳게 믿는다
믿음의 죽음이다

믿음의 죽음이다
믿음의 죽음이다
믿음의 죽음이다
믿음의 죽음이다"
